problem_id,branch,layer,calls,total_s,mean_s,min_s,max_s,prompt_tokens,completion_tokens
problem_009,single,extract_problem,0,0,0.0,0.0,0.0,624,488
problem_009,single,generate_dsl,1,11.720849,11.720849,11.720849,11.720849,5210,766
problem_009,single,emit_java,1,0.0205,0.0205,0.0205,0.0205,0,0
problem_009,single,extract_problem,0,0,0.0,0.0,0.0,624,484
problem_009,single,generate_dsl,1,11.66868,11.66868,11.66868,11.66868,5203,767
problem_009,single,emit_java,1,0.013269,0.013269,0.013269,0.013269,0,0
problem_009,single,extract_problem,0,0,0.0,0.0,0.0,624,489
problem_009,single,generate_dsl,1,11.334832,11.334832,11.334832,11.334832,5208,757
problem_009,single,emit_java,1,0.041637,0.041637,0.041637,0.041637,0,0
problem_010,ontology,generate_dsl,1,0.000854,0.000854,0.000854,0.000854,5205,677
problem_010,ontology,extract_problem,0,0,0.0,0.0,0.0,627,483
problem_010,ontology,reasoner_pellet,1,0.933618,0.933618,0.933618,0.933618,0,0
problem_010,ontology,emit_java,1,0.001089,0.001089,0.001089,0.001089,0,0
problem_010,ontology,validate_dsl,1,0.955483,0.955483,0.955483,0.955483,0,0
problem_010,ontology,generate_dsl,1,0.00119,0.00119,0.00119,0.00119,5223,670
problem_010,ontology,extract_problem,0,0,0.0,0.0,0.0,627,501
problem_010,ontology,reasoner_pellet,1,0.913177,0.913177,0.913177,0.913177,0,0
problem_010,ontology,emit_java,1,0.00075,0.00075,0.00075,0.00075,0,0
problem_010,ontology,validate_dsl,1,0.937757,0.937757,0.937757,0.937757,0,0
problem_010,ontology,generate_dsl,1,0.000474,0.000474,0.000474,0.000474,5221,772
problem_010,ontology,extract_problem,0,0,0.0,0.0,0.0,627,499
problem_010,ontology,reasoner_pellet,1,1.04007,1.04007,1.04007,1.04007,0,0
problem_010,ontology,emit_java,1,0.000569,0.000569,0.000569,0.000569,0,0
problem_010,ontology,validate_dsl,1,1.074121,1.074121,1.074121,1.074121,0,0
problem_010,ontology,generate_dsl,2,12.674391,6.337196,0.000877,12.673514,10630,1457
problem_010,ontology,extract_problem,0,0,0.0,0.0,0.0,627,500
problem_010,ontology,reasoner_pellet,1,1.073094,1.073094,1.073094,1.073094,0,0
problem_010,ontology,emit_java,1,0.000638,0.000638,0.000638,0.000638,0,0
problem_010,ontology,validate_dsl,2,1.139134,0.569567,0.026742,1.112391,0,0
problem_010,ontology,generate_dsl,1,0.001338,0.001338,0.001338,0.001338,5261,683
problem_010,ontology,extract_problem,0,0,0.0,0.0,0.0,627,539
problem_010,ontology,reasoner_pellet,1,0.956735,0.956735,0.956735,0.956735,0,0
problem_010,ontology,emit_java,1,0.000799,0.000799,0.000799,0.000799,0,0
problem_010,ontology,validate_dsl,1,0.982654,0.982654,0.982654,0.982654,0,0
problem_010,single,extract_problem,0,0,0.0,0.0,0.0,627,483
problem_010,single,generate_dsl,1,10.166187,10.166187,10.166187,10.166187,5205,677
problem_010,single,emit_java,1,0.020048,0.020048,0.020048,0.020048,0,0
problem_010,single,extract_problem,0,0,0.0,0.0,0.0,627,501
problem_010,single,generate_dsl,1,12.801548,12.801548,12.801548,12.801548,5223,670
problem_010,single,emit_java,1,0.022493,0.022493,0.022493,0.022493,0,0
problem_010,single,extract_problem,0,0,0.0,0.0,0.0,627,499
problem_010,single,generate_dsl,1,11.604769,11.604769,11.604769,11.604769,5221,772
problem_010,single,emit_java,1,0.028557,0.028557,0.028557,0.028557,0,0
problem_010,single,extract_problem,0,0,0.0,0.0,0.0,627,500
problem_010,single,generate_dsl,1,11.495843,11.495843,11.495843,11.495843,5222,772
problem_010,single,emit_java,1,0.040344,0.040344,0.040344,0.040344,0,0
problem_010,single,extract_problem,0,0,0.0,0.0,0.0,627,539
problem_010,single,generate_dsl,1,11.138662,11.138662,11.138662,11.138662,5261,683
problem_010,single,emit_java,1,0.026931,0.026931,0.026931,0.026931,0,0
problem_011,ontology,generate_dsl,1,0.000738,0.000738,0.000738,0.000738,5172,850
problem_011,ontology,extract_problem,0,0,0.0,0.0,0.0,630,447
problem_011,ontology,reasoner_pellet,1,1.023832,1.023832,1.023832,1.023832,0,0
problem_011,ontology,emit_java,1,0.000793,0.000793,0.000793,0.000793,0,0
problem_011,ontology,validate_dsl,1,1.051597,1.051597,1.051597,1.051597,0,0
problem_011,ontology,generate_dsl,1,0.000583,0.000583,0.000583,0.000583,5174,1075
problem_011,ontology,extract_problem,0,0,0.0,0.0,0.0,630,449
problem_011,ontology,reasoner_pellet,1,1.010875,1.010875,1.010875,1.010875,0,0
problem_011,ontology,emit_java,1,0.001103,0.001103,0.001103,0.001103,0,0
problem_011,ontology,validate_dsl,1,1.031017,1.031017,1.031017,1.031017,0,0
problem_011,ontology,generate_dsl,1,0.002368,0.002368,0.002368,0.002368,5130,743
problem_011,ontology,extract_problem,0,0,0.0,0.0,0.0,630,402
problem_011,ontology,reasoner_pellet,1,0.922374,0.922374,0.922374,0.922374,0,0
problem_011,ontology,emit_java,1,0.000859,0.000859,0.000859,0.000859,0,0
problem_011,ontology,validate_dsl,1,0.945767,0.945767,0.945767,0.945767,0,0
problem_011,ontology,generate_dsl,1,0.000694,0.000694,0.000694,0.000694,5155,761
problem_011,ontology,extract_problem,0,0,0.0,0.0,0.0,630,430
problem_011,ontology,reasoner_pellet,1,0.899342,0.899342,0.899342,0.899342,0,0
problem_011,ontology,emit_java,1,0.000742,0.000742,0.000742,0.000742,0,0
problem_011,ontology,validate_dsl,1,0.922841,0.922841,0.922841,0.922841,0,0
problem_011,ontology,generate_dsl,1,0.000624,0.000624,0.000624,0.000624,5188,878
problem_011,ontology,extract_problem,0,0,0.0,0.0,0.0,630,463
problem_011,ontology,reasoner_pellet,1,0.949587,0.949587,0.949587,0.949587,0,0
problem_011,ontology,emit_java,1,0.001197,0.001197,0.001197,0.001197,0,0
problem_011,ontology,validate_dsl,1,0.980573,0.980573,0.980573,0.980573,0,0
problem_011,single,extract_problem,0,0,0.0,0.0,0.0,630,447
problem_011,single,generate_dsl,1,12.218516,12.218516,12.218516,12.218516,5172,850
problem_011,single,emit_java,1,0.025466,0.025466,0.025466,0.025466,0,0
problem_011,single,extract_problem,0,0,0.0,0.0,0.0,630,449
problem_011,single,generate_dsl,1,15.171464,15.171464,15.171464,15.171464,5174,1075
problem_011,single,emit_java,1,0.010174,0.010174,0.010174,0.010174,0,0
problem_011,single,extract_problem,0,0,0.0,0.0,0.0,630,402
problem_011,single,generate_dsl,1,11.680837,11.680837,11.680837,11.680837,5130,743
problem_011,single,emit_java,1,0.022716,0.022716,0.022716,0.022716,0,0
problem_011,single,extract_problem,0,0,0.0,0.0,0.0,630,430
problem_011,single,generate_dsl,1,11.843052,11.843052,11.843052,11.843052,5155,761
problem_011,single,emit_java,1,0.020952,0.020952,0.020952,0.020952,0,0
problem_011,single,extract_problem,0,0,0.0,0.0,0.0,630,463
problem_011,single,generate_dsl,1,12.798962,12.798962,12.798962,12.798962,5188,878
problem_011,single,emit_java,1,0.024666,0.024666,0.024666,0.024666,0,0
problem_012,ontology,generate_dsl,1,0.002451,0.002451,0.002451,0.002451,5184,518
problem_012,ontology,extract_problem,0,0,0.0,0.0,0.0,622,467
problem_012,ontology,reasoner_pellet,1,0.943921,0.943921,0.943921,0.943921,0,0
problem_012,ontology,emit_java,1,0.000771,0.000771,0.000771,0.000771,0,0
problem_012,ontology,validate_dsl,1,0.965708,0.965708,0.965708,0.965708,0,0
problem_012,ontology,generate_dsl,1,0.001192,0.001192,0.001192,0.001192,5258,403
problem_012,ontology,extract_problem,0,0,0.0,0.0,0.0,622,541
